Store Company ID,Company Name,Address 1,City,State,Zip,Country,Phone,company_name
2000303504,Villa Fresh Italian Kitchen,1 Premium Outlets Blvd,BARCELONETA,PR,00617-2694,United States of America,7879700076.0,villa_fresh_italian_kitchen
2000242830,Little Caesars Pizza,1170 Ave Emerito Estrada,SAN SEBASTIAN,PR,00685-3024,United States of America,7872808888.0,little_caesars_pizza
1000950817,Sbarro,367 Russell St,HADLEY,MA,01035-9463,United States of America,4135866034.0,sbarro
1000815789,Pizza Hut,424 Russell St,HADLEY,MA,01035-9579,United States of America,,pizza_hut
1000965010,Sbarro,864 Riverdale St,WEST SPRINGFIELD,MA,01089-4917,United States of America,,sbarro
1000927959,Sbarro,100 Commercial Rd,LEOMINSTER,MA,01453-3364,United States of America,9785344566.0,sbarro
1000943657,Sbarro,234 Route 15,STURBRIDGE,MA,01566-1141,United States of America,5083471456.0,sbarro
2000002692,D'Angelo Grilled Sandwiches,207 Mechanic St,BELLINGHAM,MA,02019-1619,United States of America,5089660780.0,dangelo_grilled_sandwiches
1000830822,Papa Gino's Pizzeria,125 Squire Rd,REVERE,MA,02151-1220,United States of America,7812894400.0,papa_ginos_pizzeria
2000216139,Domino's Pizza,63 Revere Beach Blvd,REVERE,MA,02151-3640,United States of America,7812891021.0,dominos_pizza
1000818351,Pizza Hut,627 Washington St,QUINCY,MA,02169-7332,United States of America,6174711710.0,pizza_hut
1000810846,Pizza Hut,21 Fairhaven Commons Way,FAIRHAVEN,MA,02719-4628,United States of America,5089999635.0,pizza_hut
1000968830,Papa John's Pizza,1672 Pleasant St,FALL RIVER,MA,02723-1929,United States of America,5086747500.0,papa_johns_pizza
1000810563,Pizza Hut,202 Connell Hwy,NEWPORT,RI,02840-1037,United States of America,4018461470.0,pizza_hut
1000813916,Pizza Hut,320 Warwick Ave,WARWICK,RI,02888-1300,United States of America,4017814777.0,pizza_hut
1000808920,Pizza Hut,162 Granite St,WESTERLY,RI,02891-2438,United States of America,,pizza_hut
1000809372,Pizza Hut,1730 Diamond Hill Rd,WOONSOCKET,RI,02895-1507,United States of America,4017667122.0,pizza_hut
2000182586,Sbarro,81 Providence Pl,PROVIDENCE,RI,02903-1752,United States of America,,sbarro
1000849973,D'Angelo Grilled Sandwiches,248 Academy Ave,PROVIDENCE,RI,02908-4454,United States of America,4018611900.0,dangelo_grilled_sandwiches
1000863000,D'Angelo Grilled Sandwiches,401 S Willow St,MANCHESTER,NH,03103-5730,United States of America,6036259980.0,dangelo_grilled_sandwiches
1000837752,Little Caesars Pizza,161 Court St,LACONIA,NH,03246-3685,United States of America,6035244111.0,little_caesars_pizza
2000003427,Sbarro,270 Loudon Rd,CONCORD,NH,03301-8025,United States of America,6032232350.0,sbarro
1000882595,D'Angelo Grilled Sandwiches,818 Roosevelt Trl,WINDHAM,ME,04062-5386,United States of America,2078930388.0,dangelo_grilled_sandwiches
1000815094,Pizza Hut,390 Gorham Rd,SOUTH PORTLAND,ME,04106-2326,United States of America,2077731947.0,pizza_hut
1000960479,Sbarro,663 Stillwater Ave,BANGOR,ME,04401-3686,United States of America,2079428806.0,sbarro
1000806251,Pizza Hut,1154 Putney Rd,BRATTLEBORO,VT,05301-9496,United States of America,8022546282.0,pizza_hut
1000936468,Sbarro,155 Dorset St,SOUTH BURLINGTON,VT,05403-6283,United States of America,8026581219.0,sbarro
1000967159,Sbarro,99 Redstone Rd,MANCHESTER,CT,06042-8754,United States of America,8066464555.0,sbarro
1000816871,Pizza Hut,504 Talcottville Rd,VERNON,CT,06066-4019,United States of America,8608718484.0,pizza_hut
1000861907,Chuck E. Cheese's,389 N Frontage Rd,NEW LONDON,CT,06320-2623,United States of America,8604442526.0,chuck_e_cheeses
1000818867,Pizza Hut,681 Long Hill Rd,GROTON,CT,06340-4270,United States of America,2036860338.0,pizza_hut
2000010085,Domino's Pizza,659 Voluntown Rd,GRISWOLD,CT,06351-2659,United States of America,8603763011.0,dominos_pizza
1000964767,Sbarro,850 Hartford Tpke,WATERFORD,CT,06385-4253,United States of America,8604403621.0,sbarro
1000818909,Pizza Hut,688 Boston Post Rd,OLD SAYBROOK,CT,06475-1520,United States of America,8603883437.0,pizza_hut
2000146783,Little Caesars Pizza,894 N Colony Rd,WALLINGFORD,CT,06492-2411,United States of America,2032652222.0,little_caesars_pizza
1000902501,Everything Yogurt Salad Cafe,5065 Main St,TRUMBULL,CT,06611-4202,United States of America,2033723461.0,everything_yogurt_salad_cafe
1000956159,Sbarro,5065 Main St,TRUMBULL,CT,06611-4211,United States of America,2033715050.0,sbarro
1000955494,Sbarro,495 Union St,WATERBURY,CT,06706-1283,United States of America,2037577720.0,sbarro
1000805565,Pizza Hut,1074 Main St,WATERTOWN,CT,06795-2919,United States of America,8602747501.0,pizza_hut
1000961140,Sbarro,7 Backus Ave,DANBURY,CT,06810-7426,United States of America,2037941827.0,sbarro
1000930747,Sbarro,112 Eisenhower Pkwy,LIVINGSTON,NJ,07039-4990,United States of America,9735351683.0,sbarro
1000812442,Pizza Hut,260 Valley St,SOUTH ORANGE,NJ,07079-2822,United States of America,,pizza_hut
2000003433,Sbarro,165 University Ave,NEWARK,NJ,07102-1915,United States of America,9735960596.0,sbarro
1000942503,Papa John's Pizza,22-06 Maple Ave,FAIR LAWN,NJ,07410-1526,United States of America,2017912700.0,papa_johns_pizza
2000198784,The Office Beer Bar & Grill,32 Chestnut St,RIDGEWOOD,NJ,07450-3804,United States of America,2016521070.0,the_office_beer_bar_&_grill
1000947352,Sbarro,300 Pompton Rd,WAYNE,NJ,07470-2103,United States of America,,sbarro
2000147299,CiCi's Pizza,4807 US Highway 9,HOWELL,NJ,07731-3749,United States of America,7323707090.0,cicis_pizza
1000816187,Pizza Hut,450 Union Hill Rd,MORGANVILLE,NJ,07751-1581,United States of America,7326179900.0,pizza_hut
1000808444,Pizza Hut,152 US Highway 46,ROCKAWAY,NJ,07866-4020,United States of America,9736255050.0,pizza_hut
1000833799,Little Caesars Pizza,140 State Route 10,RANDOLPH,NJ,07869-1542,United States of America,9733662996.0,little_caesars_pizza
2000198789,The Office Beer Bar & Grill,61 Union Pl,SUMMIT,NJ,07901-2563,United States of America,9085220550.0,the_office_beer_bar_&_grill
1000815443,Pizza Hut,406 Springfield Ave,BERKELEY HEIGHTS,NJ,07922-1107,United States of America,9085081177.0,pizza_hut
1000811739,Pizza Hut,233 Speedwell Ave,MORRIS PLAINS,NJ,07950-2308,United States of America,,pizza_hut
