Store Company ID,Industry ID,Industry Name,Company Name,Address 1,City,State,Zip,Listing Type,Country,Phone,Google Link,reviews_scraped,difference,proportion,review_count,company_name
1000804841,51,Locations: Chain Restaurants,Pizza Hut,1000 E Main St,TROTWOOD,OH,45426-2448,Location,United States of America,9378543388.0,"https://www.google.com/maps/place/Pizza+Hut/@39.7972138,-84.2923979,17z/data=!3m1!4b1!4m5!3m4!1s0x88407e32ee3d7495:0x1463acf2f6234b4f!8m2!3d39.7972138!4d-84.2923979",180,-21.0,0.8955223880597015,201.0,pizza_hut
1000806734,51,Locations: Chain Restaurants,Pizza Hut,1216 E Churchville Rd,BEL AIR,MD,21014-3412,Location,United States of America,4104202200.0,"https://www.google.com/maps/place/Pizza+Hut/@39.544628,-76.3270976,17z/data=!4m5!3m4!1s0x89c7dc4d864e7e41:0x47f385a163730250!8m2!3d39.5446239!4d-76.3249089?hl=en",100,-15.0,0.8695652173913043,115.0,pizza_hut
1000808203,51,Locations: Chain Restaurants,Pizza Hut,14900 Burbank Blvd,SHERMAN OAKS,CA,91411-3667,Location,United States of America,8187843400.0,"https://www.google.com/maps/place/Pizza+Hut/@34.171685,-118.4599033,17z/data=!4m5!3m4!1s0x80c297a3f17de4d9:0x3d59b7ac62ac0fe2!8m2!3d34.1716806!4d-118.4577146?hl=en",140,-16.0,0.8974358974358975,156.0,pizza_hut
1000808428,51,Locations: Chain Restaurants,Pizza Hut,1518 Broadway St,ALEXANDRIA,MN,56308-2538,Location,United States of America,3207636669.0,"https://www.google.com/maps/place/Pizza+Hut/@45.8748289,-95.3804581,17z/data=!4m8!1m2!2m1!1sPizza+Hut+1518+Broadway+St+ALEXANDRIA+MN+56308-2538!3m4!1s0x52ca0e5d2019b15f:0x6d4a44baf4ce9b4b!8m2!3d45.8748206!4d-95.3782609?hl=en",150,-651.0,0.18726591760299627,801.0,pizza_hut
1000808460,51,Locations: Chain Restaurants,Pizza Hut,15210 SE 37th St,BELLEVUE,WA,98006-1731,Location,United States of America,4257467800.0,"https://www.google.com/maps/place/Pizza+Hut/@47.5776349,-122.1375913,17z/data=!3m1!4b1!4m5!3m4!1s0x54906ea2dcc48103:0x85cd714a7b3e29f0!8m2!3d47.5776349!4d-122.1375913",70,-348.0,0.1674641148325359,418.0,pizza_hut
1000808611,51,Locations: Chain Restaurants,Pizza Hut,1555 S Western Ave,LOS ANGELES,CA,90006-4233,Location,United States of America,3237347713.0,"https://www.google.com/maps/place/Pizza+Hut/@34.0440804,-118.3094307,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2b87b1b70d95f:0x4996c848b88de749!8m2!3d34.0440804!4d-118.3094307",170,-214.0,0.4427083333333333,384.0,pizza_hut
1000808763,51,Locations: Chain Restaurants,Pizza Hut,1601 E End Blvd S,MARSHALL,TX,75670-6421,Location,United States of America,9039359306.0,"https://www.google.com/maps/place/Pizza+Hut/@32.5303461,-94.3514174,17z/data=!3m1!4b1!4m5!3m4!1s0x8636f68caf06110f:0xcd97c60c1a0e41e9!8m2!3d32.5303461!4d-94.3514174",60,-233.0,0.20477815699658705,293.0,pizza_hut
1000809231,51,Locations: Chain Restaurants,Pizza Hut,1705 S Raccoon Rd,YOUNGSTOWN,OH,44515-4702,Location,United States of America,3307921002.0,"https://www.google.com/maps/place/Pizza+Hut/@41.0829317,-80.7303232,17z/data=!3m1!4b1!4m5!3m4!1s0x8833e35caa352383:0x4d4a3aee82cedb13!8m2!3d41.0829317!4d-80.7303232",100,-17.0,0.8547008547008547,117.0,pizza_hut
1000809572,51,Locations: Chain Restaurants,Pizza Hut,180 Powderhorn Ln,JACKSON,WY,83001-8426,Location,United States of America,3077338550.0,"https://www.google.com/maps/place/Pizza+Hut/@43.4725427,-110.788241,17z/data=!4m5!3m4!1s0x5353109e73d6dd43:0xaa807df091b4c661!8m2!3d43.4725388!4d-110.7860523?hl=en",200,-25.0,0.8888888888888888,225.0,pizza_hut
1000809677,51,Locations: Chain Restaurants,Pizza Hut,1809 S Parsons Ave,SEFFNER,FL,33584-5203,Location,United States of America,8136849001.0,"https://www.google.com/maps/place/Pizza+Hut/@27.9817847,-82.3017886,15z/data=!4m8!1m2!2m1!1sPizza+Hut+SEFFNER+FL!3m4!1s0x88c2cc0e7c947287:0xff78f8840b3d4ada!8m2!3d27.9796442!4d-82.2861662?hl=en",40,-238.0,0.14388489208633093,278.0,pizza_hut
1000809244,51,Locations: Chain Restaurants,Pizza Hut,1707 N Lebanon St,LEBANON,IN,46052-1502,Location,United States of America,7654826777.0,"https://www.google.com/maps/place/Pizza+Hut/@40.0620677,-86.4713931,17z/data=!3m1!4b1!4m5!3m4!1s0x88134f107ee2da9f:0x2b9caf9bae562127!8m2!3d40.0620677!4d-86.4713931",20,-527.0,0.03656307129798903,547.0,pizza_hut
1000809965,51,Locations: Chain Restaurants,Pizza Hut,1900 George Washington Way,RICHLAND,WA,99354-2308,Location,United States of America,5099469221.0,"https://www.google.com/maps/place/Pizza+Hut/@46.3005908,-119.2737242,17z/data=!3m1!4b1!4m5!3m4!1s0x549864d5d9928bfb:0x5cf7fc5850fff85e!8m2!3d46.3005908!4d-119.2737242",60,-186.0,0.24390243902439024,246.0,pizza_hut
1000809924,51,Locations: Chain Restaurants,Pizza Hut,18850 S Tucson Nogales Hwy,GREEN VALLEY,AZ,85614,Location,United States of America,5206482400.0,"https://www.google.com/maps/place/Pizza+Hut/@31.9079254,-110.9833825,17z/data=!3m1!4b1!4m5!3m4!1s0x86d6841a5ea12e8d:0x406f75b3fb2c8e4b!8m2!3d31.9079254!4d-110.9833825",280,-59.0,0.8259587020648967,339.0,pizza_hut
1000810595,51,Locations: Chain Restaurants,Pizza Hut,2022 E Main St,ALICE,TX,78332,Location,United States of America,3616642189.0,"https://www.google.com/maps/place/Pizza+Hut/@27.7619921,-98.0476326,17z/data=!3m1!4b1!4m5!3m4!1s0x8667cbf515276bd9:0x9091b224bd464dcf!8m2!3d27.7619921!4d-98.0476326",20,-309.0,0.06079027355623101,329.0,pizza_hut
1000810672,51,Locations: Chain Restaurants,Pizza Hut,204 N Broadway St,BALLINGER,TX,76821-4804,Location,United States of America,3253652566.0,"https://www.google.com/maps/place/Pizza+Hut/@31.741251,-99.948191,17z/data=!3m1!4b1!4m5!3m4!1s0x8657a6556a5484b9:0xf31088847b38c03b!8m2!3d31.741251!4d-99.948191",90,-11.0,0.8910891089108911,101.0,pizza_hut
1000811292,51,Locations: Chain Restaurants,Pizza Hut,2201 N 2000 W,CLINTON,UT,84015-8632,Location,United States of America,8017731750.0,"https://www.google.com/maps/place/Pizza+Hut/@41.1453778,-112.0650584,17z/data=!3m1!4b1!4m5!3m4!1s0x87531ab944e1d981:0x68fd5d48ec5fc2e0!8m2!3d41.1453778!4d-112.0650584",130,-22.0,0.8552631578947368,152.0,pizza_hut
1000811294,51,Locations: Chain Restaurants,Pizza Hut,2201 N Verity Pkwy,MIDDLETOWN,OH,45042-2358,Location,United States of America,5134243278.0,"https://www.google.com/maps/place/Pizza+Hut/@39.5264678,-84.3876905,17z/data=!3m1!4b1!4m5!3m4!1s0x8840677a8f6f823f:0x1602c6c144509232!8m2!3d39.5264678!4d-84.3876905",70,-252.0,0.21739130434782608,322.0,pizza_hut
1000811012,51,Locations: Chain Restaurants,Pizza Hut,2119 6th St,BREMERTON,WA,98312-3945,Location,United States of America,3603737600.0,"https://www.google.com/maps/place/Pizza+Hut/@47.5671658,-122.6474682,17z/data=!3m1!4b1!4m5!3m4!1s0x54903772f5f5e631:0x5d2e1327d5c2aaa3!8m2!3d47.5671658!4d-122.6474682",80,-197.0,0.2888086642599278,277.0,pizza_hut
1000811667,51,Locations: Chain Restaurants,Pizza Hut,2305 Palmer Hwy,TEXAS CITY,TX,77590-7141,Location,United States of America,4099484327.0,"https://www.google.com/maps/place/Pizza+Hut/@29.3934794,-94.9277486,17z/data=!3m1!4b1!4m5!3m4!1s0x863f79a3ac51544f:0x6d14c6001398f952!8m2!3d29.3934794!4d-94.9277486",40,-206.0,0.16260162601626016,246.0,pizza_hut
1000811225,51,Locations: Chain Restaurants,Pizza Hut,2189 Scenic Hwy N,SNELLVILLE,GA,30078-3065,Location,United States of America,7709854300.0,"https://www.google.com/maps/place/Wing+Street/@33.8383101,-84.0456088,13z/data=!4m8!1m2!2m1!1sPizza+Hut+2189+Scenic+Hwy+N+SNELLVILLE+GA+30078-3065!3m4!1s0x88f5ba27ae960067:0x9fcbdf228b42437c!8m2!3d33.8612848!4d-84.0190143?hl=en",220,-25.0,0.8979591836734694,245.0,pizza_hut
1000812061,51,Locations: Chain Restaurants,Pizza Hut,1570 Oak Ridge Tpke,OAK RIDGE,TN,37830-6298,Location,United States of America,8654822228.0,"https://www.google.com/maps/place/Pizza+Hut/@36.0124964,-84.2700059,17z/data=!3m1!4b1!4m5!3m4!1s0x885c33303b17dfe7:0xebfcaa35321c3f42!8m2!3d36.0124964!4d-84.2700059",130,-16.0,0.8904109589041096,146.0,pizza_hut
1000812140,51,Locations: Chain Restaurants,Pizza Hut,2482 W Schaumburg Rd,SCHAUMBURG,IL,60194-3860,Location,United States of America,8475199988.0,"https://www.google.com/maps/place/Pizza+Hut/@42.1828693,-88.6411663,9z/data=!3m1!5s0x880fa7a2c60b0293:0xe5345dceb95dd299!4m8!1m2!2m1!1sPizza+Hut+742+S+Rand+Rd+LAKE+ZURICH+IL+60047-2467!3m4!1s0x880fa84d65e555bb:0x55cae698c8705234!8m2!3d42.0254472!4d-88.1420928?hl=en",240,-29.0,0.8921933085501859,269.0,pizza_hut
1000813141,51,Locations: Chain Restaurants,Pizza Hut,2930 Colorado Blvd,LOS ANGELES,CA,90041-1012,Location,United States of America,8185522277.0,"https://www.google.com/maps/place/Pizza+Hut/@34.1426081,-118.2286862,17z/data=!3m1!4b1!4m5!3m4!1s0x80c2c16d51ce65d9:0x4c55d89882f1698!8m2!3d34.1426081!4d-118.2286862",80,-9.0,0.8988764044943821,89.0,pizza_hut
1000814221,51,Locations: Chain Restaurants,Pizza Hut,3320 Highway 6 S,HOUSTON,TX,77082-3147,Location,United States of America,2815587041.0,"https://www.google.com/maps/place/Pizza+Hut/@29.7223743,-95.6447759,17z/data=!3m1!4b1!4m5!3m4!1s0x8640c172cbd707cb:0x3e1ba980a2781b1e!8m2!3d29.7223743!4d-95.6447759",20,-570.0,0.03389830508474576,590.0,pizza_hut
1000814322,51,Locations: Chain Restaurants,Pizza Hut,3390 S 5600 W,WEST VALLEY CITY,UT,84120-1318,Location,United States of America,8019651919.0,"https://www.google.com/maps/place/Pizza+Hut/@40.6985069,-112.0252222,17z/data=!3m1!4b1!4m5!3m4!1s0x87528d4815be5f07:0x56fce44434d0db82!8m2!3d40.6985069!4d-112.0252222",10,-254.0,0.03787878787878788,264.0,pizza_hut
1000815749,51,Locations: Chain Restaurants,Pizza Hut,421 S Reino Rd,NEWBURY PARK,CA,91320-4275,Location,United States of America,8053750174.0,"https://www.google.com/maps/place/Pizza+Hut/@34.1714309,-118.9559759,17z/data=!3m1!4b1!4m5!3m4!1s0x80e839ffa70c800f:0x5043b31236767524!8m2!3d34.1714309!4d-118.9559759",30,-20.0,0.6,50.0,pizza_hut
1000815150,51,Locations: Chain Restaurants,Pizza Hut,3926 Youngstown Poland Rd,YOUNGSTOWN,OH,44514-1004,Location,United States of America,3307816600.0,"https://www.google.com/maps/place/Pizza+Hut/@41.0598866,-80.6163195,17z/data=!3m1!4b1!4m5!3m4!1s0x8833f016b25cd309:0x7a4135b9f3b629d2!8m2!3d41.0598866!4d-80.6163195",200,-26.0,0.8849557522123894,226.0,pizza_hut
1000816505,51,Locations: Chain Restaurants,Pizza Hut,4802 University Dr NW,HUNTSVILLE,AL,35816-1808,Location,United States of America,2568371207.0,"https://www.google.com/maps/place/Pizza+Hut/@34.73678,-86.6497316,17z/data=!3m1!4b1!4m5!3m4!1s0x88626bf0f559b739:0xd464543d61a1a673!8m2!3d34.73678!4d-86.6497316",10,-499.0,0.019646365422396856,509.0,pizza_hut
1000816715,51,Locations: Chain Restaurants,Pizza Hut,5 E Grand Ave,FOX LAKE,IL,60020-1260,Location,United States of America,8475877929.0,"https://www.google.com/maps/place/Pizza+Hut/@42.3964898,-88.183562,17z/data=!3m1!4b1!4m5!3m4!1s0x880f7814ef8533c3:0x20261d50cb746b97!8m2!3d42.3964898!4d-88.183562",10,-60.0,0.14285714285714285,70.0,pizza_hut
1000817299,51,Locations: Chain Restaurants,Pizza Hut,5332 Mahoning Ave,YOUNGSTOWN,OH,44515-2415,Location,United States of America,3307921111.0,"https://www.google.com/maps/place/Pizza+Hut/@41.0999688,-80.7589531,17z/data=!3m1!4b1!4m5!3m4!1s0x8833e31b30bfaf7f:0xb4f0d451530a7702!8m2!3d41.0999688!4d-80.7589531",100,-117.0,0.4608294930875576,217.0,pizza_hut
2000030629,51,Locations: Chain Restaurants,Pizza Hut,2541 S Fairview St,SANTA ANA,CA,92704-5325,Location,United States of America,7145492288.0,"https://www.google.com/maps/place/Pizza+Hut/@33.7132033,-117.9075311,17z/data=!3m1!4b1!4m5!3m4!1s0x80dcd8bbe9cb7403:0x4563b73af5614d2f!8m2!3d33.7132033!4d-117.9075311",120,-14.0,0.8955223880597015,134.0,pizza_hut
2000424754,51,Locations: Chain Restaurants,Pizza Hut,5037 W Ave N,PALMDALE,CA,93551,Location,United States of America,6619437817.0,"https://www.google.com/maps/place/Pizza+Hut/@34.631786,-118.2201936,17z/data=!3m1!4b1!4m5!3m4!1s0x80c25c6e7f0bc34f:0xb20eb8e97d1a58a7!8m2!3d34.631786!4d-118.2201936",90,-12.0,0.8823529411764706,102.0,pizza_hut
2000463714,51,Locations: Chain Restaurants,Pizza Hut,4510 Salt Lake Blvd,HONOLULU,HI,96818-3153,Location,United States of America,8086431111.0,"https://www.google.com/maps/place/Pizza+Hut/@21.3656355,-157.9269684,17z/data=!3m1!4b1!4m5!3m4!1s0x7c006f3f5d44a2e9:0x93679ddba620e6e0!8m2!3d21.3656355!4d-157.9269684",30,-5.0,0.8571428571428571,35.0,pizza_hut
2000464709,51,Locations: Chain Restaurants,Pizza Hut,1151 N Canyon Rd,PROVO,UT,84604-3420,Location,United States of America,8013745151.0,"https://www.google.com/maps/place/Pizza+Hut/@40.2496417,-111.6576706,17z/data=!3m1!4b1!4m5!3m4!1s0x874d90a2ee8ee9f9:0xa564139b3a52c423!8m2!3d40.2496417!4d-111.6576706",20,-241.0,0.07662835249042145,261.0,pizza_hut
