Store Company ID,Company Name,Address 1,City,State,Zip,Country,Phone,company_name
1000893346,Villa Pizza,1655 Boston Rd,SPRINGFIELD,MA,01129-1390,United States of America,4135435849.0,villa_pizza
1000862244,D'Angelo Grilled Sandwiches,394 Belmont St,WORCESTER,MA,01604-1030,United States of America,5087525433.0,dangelo_grilled_sandwiches
1000844754,D'Angelo Grilled Sandwiches,205 Washington St,HUDSON,MA,01749-2782,United States of America,9785679999.0,dangelo_grilled_sandwiches
1000881548,D'Angelo Grilled Sandwiches,80 Mall Rd,BURLINGTON,MA,01803-4518,United States of America,7812734363.0,dangelo_grilled_sandwiches
1000860216,D'Angelo Grilled Sandwiches,36 Vanderbilt Ave,NORWOOD,MA,02062-5006,United States of America,7817698828.0,dangelo_grilled_sandwiches
2000025426,Domino's Pizza,1 Broadway,CAMBRIDGE,MA,02142-1187,United States of America,6175770066.0,dominos_pizza
1000866794,D'Angelo Grilled Sandwiches,46 Montello St,BROCKTON,MA,02301-4002,United States of America,5085837100.0,dangelo_grilled_sandwiches
1000840029,D'Angelo Grilled Sandwiches,1753 Main St,BROCKTON,MA,02301-7127,United States of America,5085804320.0,dangelo_grilled_sandwiches
2000134441,Papa Gino's,10 Harvard St,BROOKLINE,MA,02445-7905,United States of America,,papa_ginos
1000925203,Domino's Pizza,762 Pleasant St,BELMONT,MA,02478-1428,United States of America,6174891995.0,dominos_pizza
2000134226,D'Angelo Grilled Sandwiches,254 Washington St,WELLESLEY,MA,02481-4922,United States of America,,dangelo_grilled_sandwiches
1000864098,D'Angelo Grilled Sandwiches,414 Nathan Ellis Hwy,MASHPEE,MA,02649-3144,United States of America,5084776785.0,dangelo_grilled_sandwiches
1000920831,Domino's Pizza,43 Lowell Rd,HUDSON,NH,03051-2840,United States of America,6038834700.0,dominos_pizza
1000912795,Domino's Pizza,160 Plaistow Rd,PLAISTOW,NH,03865-2830,United States of America,6033822188.0,dominos_pizza
1000876094,D'Angelo Grilled Sandwiches,648 Putney Rd,BRATTLEBORO,VT,05301-9056,United States of America,8022546677.0,dangelo_grilled_sandwiches
1000874311,Papa Gino's,607 W Main St,NORWICH,CT,06360-6056,United States of America,8608891397.0,papa_ginos
1000828509,Papa Gino's,117 Boston Post Rd,WATERFORD,CT,06385-2400,United States of America,8604403593.0,papa_ginos
1000922941,Domino's Pizza,57 Turnpike Sq,MILFORD,CT,06460-2758,United States of America,2038774040.0,dominos_pizza
1000890848,Villa Pizza,1223 Campbell Ave,WEST HAVEN,CT,06516-2008,United States of America,2039345577.0,villa_pizza
1000902207,Villa Pizza,4953 Stelton Rd,SOUTH PLAINFIELD,NJ,07080-1113,United States of America,9087699395.0,villa_pizza
1000888578,Greenleaf's Grill,1 Gateway Ctr,NEWARK,NJ,07102-5322,United States of America,9736210160.0,greenleafs_grill
1000900019,Bananas Ultimate Juice Bar,3710 US Highway 9,FREEHOLD,NJ,07728-4815,United States of America,7327612686.0,bananas_ultimate_juice_bar
1000895728,Villa Pizza,2145 State Route 35,HOLMDEL,NJ,07733-1163,United States of America,7328881666.0,villa_pizza
1000970096,Villa Pizza,720 Newman Springs Rd,LINCROFT,NJ,07738-1523,United States of America,7327589100.0,villa_pizza
2000009972,Domino's Pizza,1610 State Route 35,OAKHURST,NJ,07755-2960,United States of America,7325315454.0,dominos_pizza
1000898573,Villa Pizza,310 State Route 36,W LONG BRANCH,NJ,07764-1027,United States of America,7325422150.0,villa_pizza
1000895919,Villa Pizza,2200 Mount Holly Rd,BURLINGTON,NJ,08016-4100,United States of America,6093866622.0,villa_pizza
2000002694,Papa Gino's,48 N Pleaasant St,AMHERST,MA,1002,United States of America,4132538950.0,papa_ginos
1000961337,Sbarro,701 7th Ave,NEW YORK,NY,10036-1519,United States of America,2122219725.0,sbarro
1000897345,Treat Street,2655 Richmond Ave,STATEN ISLAND,NY,10314-5868,United States of America,7183707345.0,treat_street
1000970364,Bananas Ultimate Juice Bar,JFK International Airport,NANUET,NY,10954,United States of America,8454801255.0,bananas_ultimate_juice_bar
1000905617,Villa Pizza,75 W Route 59,NANUET,NY,10954-2707,United States of America,8456239793.0,villa_pizza
2000003448,Sbarro,JFK Airport Delta,JAMAICA,NY,11430,United States of America,,sbarro
2000182603,Sbarro,JFK International Airport,JAMAICA,NY,11430,United States of America,,sbarro
1000892525,Villa Pizza,1500 Main St,SPRINGFIELD,MA,1144,United States of America,4137392227.0,villa_pizza
1000914094,Domino's Pizza,19 Glen Head Rd,GLEN HEAD,NY,11545-1412,United States of America,5167593520.0,dominos_pizza
1000909393,Domino's Pizza,1088 Broadway,WOODMERE,NY,11598-1279,United States of America,5162956800.0,dominos_pizza
1000952159,Sbarro,401 Broadhollow Rd,MELVILLE,NY,11747-4714,United States of America,6317154100.0,sbarro
1000912745,Domino's Pizza,1589 Straight Path,WYANDANCH,NY,11798-2407,United States of America,6314916666.0,dominos_pizza
1000926938,Domino's Pizza,96 Montauk Hwy,EAST MORICHES,NY,11940,United States of America,6318743200.0,dominos_pizza
2000133543,Papa John's Pizza,1114 Troy Schenectady Rd,LATHAM,NY,12110-1029,United States of America,5187827272.0,papa_johns_pizza
2000133542,Papa John's Pizza,471 Troy Schenectady Rd,LATHAM,NY,12110-3216,United States of America,5187821600.0,papa_johns_pizza
2000133541,Papa John's Pizza,449 N Greenbush Rd,RENSSELAER,NY,12144,United States of America,5182837272.0,papa_johns_pizza
2000133540,Papa John's Pizza,720 Hoosick Rd,TROY,NY,12180,United States of America,5182747272.0,papa_johns_pizza
1000970358,Greenleaf's Grill,Albany International Airport,ALBANY,NY,12288-0001,United States of America,5182422423.0,greenleafs_grill
1000912331,Domino's Pizza,1500 US 9,LAKE GEORGE,NY,12845,United States of America,5187931111.0,dominos_pizza
1000822610,Little Caesars Pizza,100 Kasson Rd,CAMILLUS,NY,13031-2261,United States of America,3154873000.0,little_caesars_pizza
1000970361,Bananas Ultimate Juice Bar,Indian Falls Rd,CORFU,NY,14036,United States of America,5857629000.0,bananas_ultimate_juice_bar
1000970362,Greenleaf's Grill,Indian Falls Rd,CORFU,NY,14036,United States of America,5857629000.0,greenleafs_grill
1000970363,Villa Pizza,Indian Falls Rd,W HENRIETTA,NY,14036,United States of America,5857629000.0,villa_pizza
1000921033,Domino's Pizza,4370 Dewey Ave,ROCHESTER,NY,14616,United States of America,5858658500.0,dominos_pizza
2000130733,CiCi's Pizza,1514 County Route 64,HORSEHEADS,NY,14845-2298,United States of America,6077965969.0,cicis_pizza
1000824250,Cici's Pizza,1025 Washington Pike,BRIDGEVILLE,PA,15017-2702,United States of America,4122202450.0,cicis_pizza
2000003487,Sbarro,PA Tpke E Bound,MIDDLETOWN,PA,15146,United States of America,,sbarro
1000884260,Little Caesars Pizza,875 Greentree Rd,PITTSBURGH,PA,15220,United States of America,4129223805.0,little_caesars_pizza
1000888720,Villa Pizza,1000 Airport Blvd,PITTSBURGH,PA,15231,United States of America,4124720305.0,villa_pizza
1000855202,Cici's Pizza,301 Oak Spring Rd,WASHINGTON,PA,15301-2966,United States of America,7242258888.0,cicis_pizza
1000884709,Cici's Pizza,8967 State Route 30,N HUNTINGDON,PA,15642-2704,United States of America,7248638999.0,cicis_pizza
1000837098,Cici's Pizza,1570 Oakland Ave,INDIANA,PA,15701,United States of America,7244631200.0,cicis_pizza
